id,medicineName,dose,volumeUnit,pvp,reImbursementRate
1148,Diclofenac + Misoprostol Aurovitas,75 mg + 0.2 mg,Blister - 60 unidade(s),11.17,37%
1149,Diclofenac + Misoprostol Aurovitas,75 mg + 0.2 mg,Blister - 20 unidade(s),4.12,37%
1150,Diclofenac Alter 50 mg Comprimidos,50 mg,Blister - 10 unidade(s),2.06,37%
1151,Diclofenac Alter 50 mg Comprimidos,50 mg,Blister - 60 unidade(s),4.42,37%
1152,Diclofenac Generis 50 mg Comprimidos Revestidos,50 mg,Blister - 10 unidade(s),2.06,37%
1153,Diclofenac Generis 50 mg Comprimidos Revestidos,50 mg,Blister - 60 unidade(s),4.45,37%
1154,Diclofenac Labesfal,100 mg,Blister - 30 unidade(s),4.06,37%
1155,Diclofenac Labesfal,100 mg,Blister - 12 unidade(s),2.94,37%
1156,Diclofenac Labesfal,50 mg,Blister - 10 unidade(s),2.06,37%
1157,Diclofenac Labesfal,50 mg,Blister - 60 unidade(s),4.26,37%
1158,Diclofenac Ratiopharm,50 mg,Blister - 60 unidade(s),4.26,37%
1159,Diclofenac Sandoz 50 mg Comprimidos revestidos,50 mg,Blister - 10 unidade(s),1.85,37%
1160,Diclofenac Sandoz 50 mg Comprimidos revestidos,50 mg,Blister - 60 unidade(s),4.42,37%
1161,Diltiazem ratiopharm,90 mg,Blister - 60 unidade(s),5.96,69%
1162,Diltiazem ratiopharm,120 mg,Blister - 60 unidade(s),8.5,69%
1163,Diltiazem ratiopharm,180 mg,Blister - 60 unidade(s),12.49,69%
1164,Diltiazem ratiopharm,300 mg,Blister - 60 unidade(s),13.46,69%
1165,Diltiazem Sandoz,200 mg,Blister - 56 unidade(s),12.55,69%
1166,Diltiazem Sandoz,300 mg,Blister - 56 unidade(s),12.21,69%
1167,Dislipina,20 mg,Blister - 60 unidade(s),9.23,37%
1168,Dislipina,10 mg,Blister - 60 unidade(s),4.56,37%
1169,Dislipina,40 mg,Blister - 60 unidade(s),11.81,37%
1170,Domperidona Aurovitas,10 mg,Blister - 60 unidade(s),4.16,37%
1171,Domperidona Aurovitas,10 mg,Blister - 20 unidade(s),2.44,37%
1172,Domperidona Azevedos,10 mg,Blister - 20 unidade(s),2.46,37%
1173,Domperidona Baldacci,10 mg,Blister - 60 unidade(s),4.09,37%
1174,Domperidona Baldacci,10 mg,Blister - 20 unidade(s),2.51,37%
1175,Domperidona Ciclum,10 mg,Blister - 60 unidade(s),3.93,37%
1176,Domperidona Generis,10 mg,Blister - 60 unidade(s),4.31,37%
1177,Domperidona Generis,10 mg,Blister - 20 unidade(s),2.51,37%
1178,Domperidona GP,10 mg,Blister - 60 unidade(s),4.31,37%
1179,Domperidona GP,10 mg,Blister - 20 unidade(s),2.51,37%
1180,Domperidona Labesfal,10 mg,Blister - 60 unidade(s),3.99,37%
1181,Domperidona Labesfal,10 mg,Blister - 20 unidade(s),2.27,37%
1182,Domperidona Mylan,10 mg,Blister - 60 unidade(s),4.14,37%
1183,Domperidona Mylan,10 mg,Blister - 20 unidade(s),2.49,37%
1184,Domperidona Ratiopharm,10 mg,Blister - 60 unidade(s),4.31,37%
1185,Domperidona Ratiopharm,10 mg,Blister - 20 unidade(s),2.51,37%
1186,Domperidona ToLife,10 mg,Blister - 60 unidade(s),4.14,37%
1187,Domperidona ToLife,10 mg,Blister - 20 unidade(s),2.49,37%
1188,Donepezilo Alter Genéricos,5 mg,Blister - 56 unidade(s),8.94,0%
1189,Donepezilo Alter Genéricos,10 mg,Blister - 56 unidade(s),9.21,0%
1190,Donepezilo Alter Genéricos,10 mg,Blister - 28 unidade(s),5.61,0%
1191,Donepezilo Aurovitas,5 mg,Blister - 56 unidade(s),11.61,0%
1192,Donepezilo Aurovitas,10 mg,Blister - 56 unidade(s),12.45,0%
1193,Donepezilo Aurovitas,5 mg,Blister - 56 unidade(s),40.61,0%
1194,Donepezilo Aurovitas,10 mg,Blister - 56 unidade(s),44.94,0%
1195,Donepezilo Bluefish,5 mg,Blister - 56 unidade(s),8.97,0%
1196,Donepezilo Bluefish,5 mg,Blister - 28 unidade(s),5,0%
1197,Donepezilo Bluefish,10 mg,Blister - 56 unidade(s),9.69,0%
1198,Donepezilo Bluefish,10 mg,Blister - 28 unidade(s),5.37,0%
1199,Donepezilo Bluepharma,10 mg,Blister - 56 unidade(s),12.65,0%
1200,Donepezilo Bluepharma,5 mg,Blister - 56 unidade(s),9.35,0%
1201,Donepezilo Bluepharma,5 mg,Blister - 28 unidade(s),9,0%
1202,Donepezilo Ciclum,10 mg,Blister - 28 unidade(s),5.05,0%
1203,Donepezilo Ciclum,5 mg,Blister - 56 unidade(s),8.2,0%
1204,Donepezilo Ciclum,5 mg,Blister - 28 unidade(s),4.66,0%
1205,Donepezilo Cinfa,5 mg,Blister - 28 unidade(s),6,0%
1206,Donepezilo Cinfa,5 mg,Blister - 56 unidade(s),9.49,0%
1207,Donepezilo Cinfa,10 mg,Blister - 56 unidade(s),11.55,0%
1208,Donepezilo Cinfa,10 mg,Blister - 28 unidade(s),6.12,0%
1209,Donepezilo Farmoz,10 mg,Blister - 28 unidade(s),4.8,0%
1210,Donepezilo Farmoz,10 mg,Blister - 56 unidade(s),8.57,0%
1211,Donepezilo Farmoz,5 mg,Blister - 56 unidade(s),8.2,0%
1212,Donepezilo Farmoz,5 mg,Blister - 28 unidade(s),4.38,0%
1213,Donepezilo Fixime,10 mg,Blister - 56 unidade(s),11.25,0%
1214,Donepezilo Fixime,10 mg,Blister - 28 unidade(s),9.75,0%
1215,Donepezilo Fixime,5 mg,Blister - 56 unidade(s),9.5,0%
1216,Donepezilo Fixime,5 mg,Blister - 28 unidade(s),5.74,0%
1217,Donepezilo Generis,5 mg,Blister - 56 unidade(s),17.2,0%
1218,Donepezilo Generis,5 mg,Blister - 28 unidade(s),8.38,0%
1219,Donepezilo Generis,10 mg,Blister - 56 unidade(s),17.78,0%
1220,Donepezilo GP,10 mg,Blister - 56 unidade(s),11.36,0%
1221,Donepezilo GP,10 mg,Blister - 28 unidade(s),5.7,0%
1222,Donepezilo GP,5 mg,Blister - 56 unidade(s),8.94,0%
1223,Donepezilo GP,5 mg,Blister - 28 unidade(s),5.5,0%
1224,Donepezilo Jaba,10 mg,Blister - 56 unidade(s),8.28,0%
1225,Donepezilo Jaba,10 mg,Blister - 28 unidade(s),4.8,0%
1226,Donepezilo Jaba,5 mg,Blister - 56 unidade(s),7.92,0%
1227,Donepezilo KRKA,5 mg,Blister - 56 unidade(s),9.74,0%
1228,Donepezilo KRKA,5 mg,Blister - 28 unidade(s),5.59,0%
1229,Donepezilo KRKA,10 mg,Blister - 56 unidade(s),16,0%
1230,Donepezilo Krka,5 mg,Blister - 56 unidade(s),42.39,0%
1231,Donepezilo Krka,5 mg,Blister - 28 unidade(s),33.92,0%
1232,Donepezilo Krka,10 mg,Blister - 56 unidade(s),46.94,0%
1233,Donepezilo Lixben,5 mg,Blister - 56 unidade(s),9.29,0%
1234,Donepezilo Lixben,10 mg,Blister - 56 unidade(s),11.7,0%
1235,Donepezilo Mylan,5 mg,Blister - 56 unidade(s),9.3,0%
1236,Donepezilo Mylan,5 mg,Blister - 28 unidade(s),4.74,0%
1237,Donepezilo Mylan,10 mg,Blister - 56 unidade(s),14.1,0%
1238,Donepezilo Mylan,10 mg,Blister - 28 unidade(s),14.1,0%
1239,Donepezilo Mylan,10 mg,Blister - 28 unidade(s),42.76,0%
1240,Donepezilo Mylan,5 mg,Blister - 56 unidade(s),44.66,0%
1241,Donepezilo Mylan,5 mg,Blister - 28 unidade(s),26.96,0%
1242,Donepezilo Pharmakern,10 mg,Blister - 56 unidade(s),11,0%
1243,Donepezilo Pharmakern,5 mg,Blister - 56 unidade(s),9,0%
1244,Donepezilo Pharmakern,5 mg,Blister - 56 unidade(s),37.81,0%
1245,Donepezilo Ratiopharm,10 mg,Blister - 56 unidade(s),32.23,0%
1246,Donepezilo Ratiopharm,10 mg,Blister - 28 unidade(s),43.06,0%
1247,Donepezilo Ratiopharm,5 mg,Blister - 56 unidade(s),26.76,0%
1248,Donepezilo Ratiopharm,5 mg,Blister - 28 unidade(s),33.67,0%
1249,Donepezilo Ratiopharm,10 mg,Blister - 56 unidade(s),46.94,0%
1250,Donepezilo Ratiopharm,5 mg,Blister - 28 unidade(s),33.92,0%
1251,Donepezilo Ratiopharm,5 mg,Blister - 56 unidade(s),42.4,0%
1252,Donepezilo Sandoz,5 mg,Blister - 56 unidade(s),9.74,0%
1253,Donepezilo Sandoz,10 mg,Blister - 56 unidade(s),16,0%
1254,Donepezilo Teva,5 mg,Blister - 28 unidade(s),4.6,0%
1255,Donepezilo Teva,5 mg,Blister - 56 unidade(s),8.2,0%
1256,Donepezilo Teva,10 mg,Blister - 56 unidade(s),8.57,0%
1257,Donepezilo toLife,5 mg,Blister - 56 unidade(s),9.35,0%
1258,Donepezilo toLife,5 mg,Blister - 28 unidade(s),5.39,0%
1259,Donepezilo toLife,10 mg,Blister - 56 unidade(s),11.25,0%
1260,Donepezilo toLife,5 mg,Blister - 56 unidade(s),38.93,0%
1261,Donepezilo Zentiva,5 mg,Blister - 56 unidade(s),8.2,0%
1262,Donepezilo Zentiva,5 mg,Blister - 28 unidade(s),4.6,0%
1263,Donepezilo Zentiva,10 mg,Blister - 56 unidade(s),8.57,0%
1264,Dorzolamida Aurovitas,20 mg/ml,Frasco conta-gotas - 1 unidade(s) - 5 ml,5.12,90%
1265,Dorzolamida Mylan,20 mg/ml,Frasco - 1 unidade(s) - 5 ml,5.12,90%
1266,Doxazosina Generis,4 mg,Blister - 30 unidade(s),7.69,37%
1267,Doxazosina Generis,4 mg,Blister - 10 unidade(s),3.85,0%
1268,Doxazosina Generis,8 mg,Blister - 30 unidade(s),9.69,37%
1269,Drosdiol,3 mg + 0.02 mg,Blister - 84 unidade(s),8.09,69%
1270,Drosdiol,3 mg + 0.02 mg,Blister - 28 unidade(s),3.53,69%
1271,Drosianelle,3 mg + 0.02 mg,Blister - 21 unidade(s),4.48,69%
1272,Drosianne,3 mg + 0.03 mg,Blister - 21 unidade(s),4.13,69%
1273,Drospirenona + Etinilestradiol Aurovitas,3 mg + 0.03 mg,Blister - 21 unidade(s),3.43,69%
1274,Drospirenona + Etinilestradiol Mylan,3 mg + 0.02 mg,Blister - 63 unidade(s),8.52,69%
1275,Drospirenona + Etinilestradiol Mylan,3 mg + 0.02 mg,Blister - 21 unidade(s),3.72,69%
1276,Drospirenona + Etinilestradiol Mylan,3 mg + 0.03 mg,Blister - 21 unidade(s),3.62,69%
1277,Drosurall,3 mg + 0.02 mg,Blister - 84 unidade(s),11,69%
1278,Drosurall,3 mg + 0.02 mg,Blister - 28 unidade(s),4.48,69%
1279,Drosure,3 mg + 0.03 mg,Blister - 28 unidade(s),4.13,69%
1280,Duloxetina Alter,30 mg,Blister - 28 unidade(s),11.32,37%
1281,Duloxetina Alter,60 mg,Blister - 28 unidade(s),11.15,37%
1282,Duloxetina Aurovitas,30 mg,Blister - 28 unidade(s),9.78,37%
1283,Duloxetina Azevedos,60 mg,Blister - 28 unidade(s),8.58,37%
1284,Duloxetina Azevedos,30 mg,Blister - 28 unidade(s),7.44,37%
1285,Duloxetina Bluepharma,30 mg,Blister - 28 unidade(s),7.17,37%
1286,Duloxetina Bluepharma,60 mg,Blister - 28 unidade(s),8.17,37%
1287,Duloxetina Ciclum,60 mg,Blister - 28 unidade(s),8.61,37%
1288,Duloxetina Ciclum,30 mg,Blister - 28 unidade(s),7.55,37%
1289,Duloxetina Farmoz,30 mg,Blister - 28 unidade(s),9.29,37%
1290,Duloxetina Farmoz,30 mg,Blister - 7 unidade(s),3.89,37%
1291,Duloxetina Farmoz,60 mg,Blister - 28 unidade(s),9.97,37%
1292,Duloxetina Generis,60 mg,Blister - 28 unidade(s),13.02,37%
1293,Duloxetina Krka,30 mg,Blister - 7 unidade(s),4.07,37%
1294,Duloxetina Krka,30 mg,Blister - 28 unidade(s),9.87,37%
1295,Duloxetina Krka,60 mg,Blister - 28 unidade(s),11.15,37%
1296,Duloxetina Mylan,60 mg,Blister - 28 unidade(s),13.71,37%
1297,Duloxetina Mylan,60 mg,Blister - 28 unidade(s),13.71,0%
1298,Duloxetina Mylan,30 mg,Blister - 28 unidade(s),12.04,37%
1299,Duloxetina Mylan,30 mg,Blister - 7 unidade(s),3.69,37%
1300,Duloxetina Mylan,30 mg,Blister - 28 unidade(s),12.04,0%
1301,Duloxetina Mylan,30 mg,Blister - 7 unidade(s),3.69,0%
1302,Duloxetina Pentafarma,60 mg,Blister - 28 unidade(s),13.02,37%
1303,Duloxetina Pentafarma,30 mg,Blister - 28 unidade(s),11.42,37%
1304,Duloxetina Pentafarma,30 mg,Blister - 7 unidade(s),4.07,37%
1305,Duloxetina Pharmakern,60 mg,Blister - 28 unidade(s),17.74,37%
1306,Duloxetina Pharmakern,30 mg,Blister - 7 unidade(s),4.07,37%
1307,Duloxetina Pharmakern,30 mg,Blister - 28 unidade(s),15.59,37%
1308,Duloxetina ratiopharm,60 mg,Blister - 28 unidade(s),17.74,37%
1309,Duloxetina Teva,60 mg,Blister - 28 unidade(s),12.36,37%
1310,Duloxetina toLife,30 mg,Blister - 28 unidade(s),11.73,37%
1311,Duloxetina toLife,30 mg,Blister - 7 unidade(s),4.07,37%
1312,Duloxetina toLife,60 mg,Blister - 28 unidade(s),13.3,37%
1313,Duloxetina Zentiva,60 mg,Blister - 28 unidade(s),9.97,37%
1314,Duloxetina Zentiva,30 mg,Blister - 28 unidade(s),9.29,37%
1315,Duloxetina Zentiva,30 mg,Blister - 7 unidade(s),2.99,37%
1316,Dutasterida Aristo,0.5 mg,Blister - 60 unidade(s),13.31,37%
1317,Dutasterida Aristo,0.5 mg,Blister - 10 unidade(s),2.47,37%
1318,Dutasterida Aurovitas,0.5 mg,Blister - 60 unidade(s),16.36,37%
1319,Dutasterida Bluepharma,0.5 mg,Blister - 60 unidade(s),19.1,37%
1320,Dutasterida Ciclum,0.5 mg,Blister - 60 unidade(s),17.2,37%
1321,Dutasterida Farmoz,0.5 mg,Blister - 60 unidade(s),17.23,37%
1322,Dutasterida Farmoz,0.5 mg,Blister - 10 unidade(s),4.66,37%
1323,Dutasterida Krka,0.5 mg,Blister - 60 unidade(s),17.23,37%
1324,Dutasterida Krka,0.5 mg,Blister - 10 unidade(s),3.23,37%
1325,Dutasterida Pentafarma,0.5 mg,Blister - 10 unidade(s),4.66,37%
1326,Dutasterida Pentafarma,0.5 mg,Blister - 60 unidade(s),23.2,37%
1327,Dutasterida Pharmakern,0.5 mg,Blister - 60 unidade(s),18.14,37%
1328,Dutasterida Pharmakern,0.5 mg,Blister - 10 unidade(s),3.41,37%
1329,Dutasterida Ratiopharm,0.5 mg,Blister - 10 unidade(s),4.66,37%
1330,Dutasterida Ratiopharm,0.5 mg,Blister - 60 unidade(s),24.71,37%
1331,Dutasterida Sandoz,0.5 mg,Blister - 10 unidade(s),4.19,37%
1332,Dutasterida Sandoz,0.5 mg,Blister - 60 unidade(s),22.29,37%
1333,Dutasterida Teva,0.5 mg,Blister - 60 unidade(s),18.14,37%
1334,Dutasterida Teva,0.5 mg,Blister - 10 unidade(s),4.42,37%
1335,Dutasterida toLife,0.5 mg,Blister - 10 unidade(s),3.23,37%
1336,Dutasterida toLife,0.5 mg,Blister - 60 unidade(s),17.23,37%
1337,Dutasterida Zentiva,0.5 mg,Blister - 10 unidade(s),2.9,37%
1338,Dutasterida Zentiva,0.5 mg,Blister - 60 unidade(s),15.54,37%
1339,Ebastina Alter,10 mg,Blister - 20 unidade(s),4.05,37%
1340,Ebastina Cinfa,20 mg,Blister - 20 unidade(s),9.44,0%
1341,Ebastina Cinfa,10 mg,Blister - 20 unidade(s),4.08,37%
1342,Ebastina Generis,10 mg,Blister - 20 unidade(s),4.18,37%
1343,Ebastina Generis,20 mg,Blister - 20 unidade(s),8.35,0%
1344,Ebastina Mylan,10 mg,Blister - 20 unidade(s),4.08,37%
1345,Ebastina Mylan,10 mg,Blister - 20 unidade(s),3.75,37%
1346,Ecapril,20 mg,Blister - 60 unidade(s),8.63,69%
1347,Ecapril,5 mg,Blister - 60 unidade(s),5.54,69%
1348,Ecapril,5 mg,Blister - 10 unidade(s),1.79,69%
1349,Effilevo,0.02 mg + 0.1 mg,Blister - 63 unidade(s),8.98,69%
1350,Effilevo,0.02 mg + 0.1 mg,Blister - 21 unidade(s),3.96,69%
1351,Effiplen,0.03 mg + 0.075 mg,Blister - 63 unidade(s),5.39,69%
1352,Effiplen,0.03 mg + 0.075 mg,Blister - 21 unidade(s),2.9,69%
1353,Enalapril + Hidroclorotiazida Almus,20 mg + 12.5 mg,Blister - 60 unidade(s),9.16,69%
1354,Enalapril + Hidroclorotiazida Almus,20 mg + 12.5 mg,Blister - 10 unidade(s),3.31,69%
1355,Enalapril + Hidroclorotiazida Basi,20 mg + 12.5 mg,Blister - 56 unidade(s),8.4,69%
1356,"Enalapril + Hidroclorotiazida Cinfa 20 mg + 12,5 mg Comprimidos",20 mg + 12.5 mg,Blister - 60 unidade(s),9.16,69%
1357,Enalapril + Hidroclorotiazida Farmoz,20 mg + 12.5 mg,Blister - 10 unidade(s),3.46,69%
1358,Enalapril + Hidroclorotiazida Farmoz,20 mg + 12.5 mg,Blister - 60 unidade(s),8.7,69%
1359,"Enalapril + Hidroclorotiazida Mepha 20 mg + 12,5 mg Comprimidos",20 mg + 12.5 mg,Blister - 60 unidade(s),9,69%
1360,Enalapril + Hidroclorotiazida Mylan,20 mg + 12.5 mg,Blister - 60 unidade(s),9.16,69%
1361,Enalapril + Hidroclorotiazida Mylan,20 mg + 12.5 mg,Blister - 10 unidade(s),2.75,69%
1362,Enalapril + Hidroclorotiazida Pentafarma,20 mg + 12.5 mg,Blister - 60 unidade(s),9.16,69%
1363,Enalapril + Hidroclorotiazida Pentafarma,20 mg + 12.5 mg,Blister - 10 unidade(s),3.31,69%
1364,"Enalapril + Hidroclorotiazida Ratiopharm 20 mg + 12,5 mg Comprimidos",20 mg + 12.5 mg,Blister - 60 unidade(s),9.16,69%
1365,Enalapril + Hidroclorotiazida Sandoz,20 mg + 12.5 mg,Blister - 60 unidade(s),9.16,69%
1366,Enalapril + Lercanidipina Alter,10 mg + 10 mg,Blister - 56 unidade(s),8.57,69%
1367,Enalapril + Lercanidipina Alter,20 mg + 10 mg,Blister - 56 unidade(s),14.1,69%
1368,Enalapril + Lercanidipina Ciclum,20 mg + 10 mg,Blister - 56 unidade(s),11.74,69%
1369,Enalapril + Lercanidipina Ciclum,20 mg + 10 mg,Blister - 14 unidade(s),3.06,69%
1370,Enalapril + Lercanidipina Cinfa,20 mg + 10 mg,Blister - 56 unidade(s),12.36,69%
1371,Enalapril + Lercanidipina Cinfa,10 mg + 10 mg,Blister - 56 unidade(s),7.34,69%
1372,Enalapril + Lercanidipina Farmoz,20 mg + 10 mg,Blister - 56 unidade(s),13.02,69%
1373,Enalapril + Lercanidipina Farmoz,10 mg + 10 mg,Blister - 56 unidade(s),7.73,69%
1374,Enalapril + Lercanidipina Generis,20 mg + 10 mg,Blister - 56 unidade(s),16.14,69%
1375,Enalapril + Lercanidipina Generis,10 mg + 10 mg,Blister - 56 unidade(s),14.27,69%
1376,Enalapril + Lercanidipina Krka,10 mg + 10 mg,Blister - 56 unidade(s),14.27,69%
1377,Enalapril + Lercanidipina Krka,20 mg + 10 mg,Blister - 56 unidade(s),16.98,69%
1378,Enalapril + Lercanidipina Mylan,10 mg + 10 mg,Blister - 56 unidade(s),6.62,69%
1379,Enalapril + Lercanidipina Mylan,10 mg + 10 mg,Blister - 14 unidade(s),2.25,69%
1380,Enalapril + Lercanidipina Mylan,20 mg + 10 mg,Blister - 14 unidade(s),2.9,69%
1381,Enalapril + Lercanidipina Mylan,20 mg + 10 mg,Blister - 56 unidade(s),11.15,69%
1382,Enalapril + Lercanidipina Pentafarma,20 mg + 10 mg,Blister - 14 unidade(s),3.58,69%
1383,Enalapril + Lercanidipina Pentafarma,20 mg + 10 mg,Blister - 56 unidade(s),13.71,69%
1384,Enalapril + Lercanidipina Pentafarma,10 mg + 10 mg,Blister - 56 unidade(s),7.93,69%
1385,Enalapril + Lercanidipina Ratiopharm,10 mg + 10 mg,Blister - 56 unidade(s),9.51,69%
1386,Enalapril + Lercanidipina Ratiopharm,20 mg + 10 mg,Blister - 56 unidade(s),16.02,69%
1387,Enalapril + Lercanidipina Ratiopharm,20 mg + 10 mg,Blister - 14 unidade(s),4.18,69%
1388,Enalapril + Lercanidipina Teva,20 mg + 10 mg,Blister - 14 unidade(s),4.18,69%
1389,Enalapril + Lercanidipina Teva,20 mg + 10 mg,Blister - 56 unidade(s),14.1,69%
1390,Enalapril + Lercanidipina Teva,10 mg + 10 mg,Blister - 14 unidade(s),2.5,69%
1391,Enalapril + Lercanidipina Teva,10 mg + 10 mg,Blister - 56 unidade(s),8.57,69%
1392,Enalapril Bluepharma 20 mg comprimidos,20 mg,Blister - 60 unidade(s),8.67,69%
1393,Enalapril Bluepharma 5 mg comprimidos,5 mg,Blister - 60 unidade(s),3.85,69%
1394,Enalapril Bluepharma 5 mg comprimidos,5 mg,Blister - 20 unidade(s),2.37,69%
1395,Enalapril Ciclum 20 mg comprimidos,20 mg,Blister - 56 unidade(s),8.2,69%
1396,Enalapril Ciclum 5 mg comprimidos,5 mg,Blister - 20 unidade(s),2.36,69%
1397,Enalapril Ciclum 5 mg comprimidos,5 mg,Blister - 60 unidade(s),3.75,69%
1398,Enalapril cinfa 20 mg comprimidos,20 mg,Blister - 60 unidade(s),8.67,69%
1399,Enalapril cinfa 5 mg comprimidos,5 mg,Blister - 60 unidade(s),3.85,69%
1400,Enalapril Generis 20 mg Comprimidos,20 mg,Blister - 56 unidade(s),8.22,69%
1401,Enalapril Generis 5 mg Comprimidos,5 mg,Blister - 60 unidade(s),3.85,69%
1402,Enalapril Generis 5 mg Comprimidos,5 mg,Blister - 10 unidade(s),1.77,69%
1403,"Enalapril Hidroclorotiazida Bluepharma 20 mg + 12,5 mg Comprimidos",20 mg + 12.5 mg,Blister - 60 unidade(s),9.16,69%
1404,"Enalapril Hidroclorotiazida Ciclum 20 mg + 12,5 mg Comprimidos",20 mg + 12.5 mg,Blister - 56 unidade(s),8.71,69%
1405,"Enalapril Hidroclorotiazida Generis 20 mg + 12,5 mg Comprimidos",20 mg + 12.5 mg,Blister - 56 unidade(s),9.68,69%
1406,Enalapril Krka,5 mg,Blister - 20 unidade(s),2.41,69%
1407,Enalapril Krka,5 mg,Blister - 60 unidade(s),3.85,69%
1408,Enalapril Krka,20 mg,Blister - 60 unidade(s),8.67,69%
1409,Enalapril Mepha 20 mg Comprimidos,20 mg,Blister - 60 unidade(s),8.23,69%
1410,Enalapril Mepha 5 mg Comprimidos,5 mg,Blister - 60 unidade(s),3.67,69%
1411,Enalapril Mepha 5 mg Comprimidos,5 mg,Blister - 20 unidade(s),2.4,69%
1412,Enalapril Ratiopharm,5 mg,Blister - 20 unidade(s),2.4,69%
1413,Enalapril Ratiopharm,5 mg,Blister - 60 unidade(s),3.85,69%
1414,Enalapril Ratiopharm,20 mg,Blister - 60 unidade(s),8.67,69%
1415,Enalapril Sandoz,20 mg,Blister - 60 unidade(s),8.67,69%
1416,Enalapril Sandoz,5 mg,Blister - 60 unidade(s),3.85,69%
1417,Enicil,0.05 mg/ml,Frasco conta-gotas - 1 unidade(s) - 2.5 ml,6.42,90%
1418,Enicil,0.05 mg/ml,Frasco conta-gotas - 3 unidade(s) - 2.5 ml,19,90%
1419,Enicil Duo,0.05 mg/ml + 5 mg/ml,Frasco conta-gotas - 1 unidade(s) - 2.5 ml,7.31,90%
1420,Enicil Duo,0.05 mg/ml + 5 mg/ml,Frasco conta-gotas - 3 unidade(s) - 2.5 ml,21.28,90%
1421,Entacapona Aurobindo,200 mg,Blister - 60 unidade(s),23.85,90%
1422,Entacapona Aurobindo,200 mg,Blister - 30 unidade(s),12.76,90%
1423,Entacapona Teva,200 mg,Frasco - 30 unidade(s),12.12,90%
1424,Entacapona Teva,200 mg,Frasco - 60 unidade(s),22.65,90%
1425,Entix,40 mg,Blister - 60 unidade(s),2.95,69%
1426,Entix,40 mg,Blister - 20 unidade(s),1.59,69%
1427,Eplerenona Pentafarma,25 mg,Blister - 30 unidade(s),20.21,0%
1428,Eplerenona Pentafarma,50 mg,Blister - 30 unidade(s),26.6,0%
1429,Escitalopram Alter Genéricos,10 mg,Blister - 56 unidade(s),6.67,37%
1430,Escitalopram Alter Genéricos,10 mg,Blister - 14 unidade(s),3.48,37%
1431,Escitalopram Alter Genéricos,20 mg,Blister - 56 unidade(s),13.08,37%
1432,Escitalopram Aurobindo,10 mg,Blister - 56 unidade(s),6.67,37%
1433,Escitalopram Aurobindo,10 mg,Blister - 14 unidade(s),2.28,37%
1434,Escitalopram Aurobindo,20 mg,Blister - 56 unidade(s),13.08,37%
1435,Escitalopram Aurovitas,10 mg,Blister - 56 unidade(s),8.16,37%
1436,Escitalopram Aurovitas,10 mg,Blister - 14 unidade(s),2.28,37%
1437,Escitalopram Aurovitas,20 mg,Blister - 56 unidade(s),14.36,37%
1438,Escitalopram Bluefish,10 mg,Blister - 56 unidade(s),6.67,37%
1439,Escitalopram Bluefish,10 mg,Blister - 14 unidade(s),2.19,37%
1440,Escitalopram Bluefish,20 mg,Blister - 56 unidade(s),11.19,37%
1441,Escitalopram Bluepharma,10 mg,Blister - 56 unidade(s),6.67,37%
1442,Escitalopram Bluepharma,10 mg,Blister - 14 unidade(s),2.19,37%
1443,Escitalopram Bluepharma,20 mg,Blister - 56 unidade(s),13.08,37%
1444,Escitalopram Ciclum,10 mg,Blister - 56 unidade(s),6.55,37%
1445,Escitalopram Ciclum,10 mg,Blister - 14 unidade(s),2.4,37%
1446,Escitalopram Ciclum,20 mg,Blister - 56 unidade(s),11.19,37%
1447,Escitalopram Cinfa,10 mg,Blister - 56 unidade(s),13.82,37%
1448,Escitalopram Cinfa,20 mg,Blister - 56 unidade(s),24.95,37%
1449,Escitalopram Clamed,10 mg,Blister - 56 unidade(s),11,37%
1450,Escitalopram Clamed,10 mg,Blister - 14 unidade(s),4.45,37%
1451,Escitalopram Clamed,20 mg,Blister - 56 unidade(s),17.8,37%
1452,Escitalopram Farmoz,20 mg,Blister - 56 unidade(s),16.97,37%
1453,Escitalopram Farmoz,10 mg,Blister - 56 unidade(s),8.91,37%
1454,Escitalopram Farmoz,10 mg,Blister - 14 unidade(s),4.8,37%
1455,Escitalopram Generis,20 mg,Blister - 56 unidade(s),17.8,37%
1456,Escitalopram Generis,10 mg,Blister - 56 unidade(s),11.5,37%
1457,Escitalopram Generis,10 mg,Blister - 14 unidade(s),5.41,37%
1458,Escitalopram Generis Phar,10 mg,Blister - 56 unidade(s),11.5,0%
1459,Escitalopram Generis Phar,10 mg,Blister - 14 unidade(s),5.41,0%
1460,Escitalopram Heipram,10 mg,Blister - 14 unidade(s),3.34,37%
1461,Escitalopram Heipram,10 mg,Blister - 56 unidade(s),10.1,37%
1462,Escitalopram Heipram,20 mg,Blister - 56 unidade(s),17.26,37%
1463,Escitalopram Krka,20 mg,Blister - 56 unidade(s),17.8,37%
1464,Escitalopram Krka,10 mg,Blister - 56 unidade(s),9.28,37%
1465,Escitalopram Krka,10 mg,Blister - 14 unidade(s),2.89,37%
